,0
gameScore,7.673174603174603
onIce_xGoalsPercentage,0.4607936507936508
offIce_xGoalsPercentage,0.4899999999999999
onIce_corsiPercentage,0.4685714285714286
offIce_corsiPercentage,0.488888888888889
onIce_fenwickPercentage,0.4693650793650793
offIce_fenwickPercentage,0.4903174603174604
iceTimeRank,295.4761904761905
I_F_xOnGoal,37.40603174603174
I_F_xGoals,3.653492063492063
I_F_xRebounds,2.545555555555556
I_F_xFreeze,9.045714285714286
I_F_xPlayStopped,1.261904761904762
I_F_xPlayContinuedInZone,19.7563492063492
I_F_xPlayContinuedOutsideZone,14.68888888888889
I_F_flurryAdjustedxGoals,3.5206349206349206
I_F_scoreVenueAdjustedxGoals,3.661904761904762
I_F_flurryScoreVenueAdjustedxGoals,3.5295238095238095
I_F_primaryAssists,2.3015873015873014
I_F_secondaryAssists,1.6984126984126984
I_F_shotsOnGoal,35.20634920634921
I_F_missedShots,15.746031746031745
I_F_blockedShotAttempts,16.238095238095237
I_F_shotAttempts,67.19047619047619
I_F_points,6.936507936507937
I_F_goals,2.9365079365079363
I_F_rebounds,4.0
I_F_reboundGoals,0.4603174603174603
I_F_freeze,7.158730158730159
I_F_playStopped,0.1746031746031746
I_F_playContinuedInZone,17.428571428571427
I_F_playContinuedOutsideZone,19.253968253968253
I_F_savedShotsOnGoal,32.26984126984127
I_F_savedUnblockedShotAttempts,48.01587301587302
penalties,5.031746031746032
I_F_penalityMinutes,12.507936507936508
I_F_faceOffsWon,29.428571428571427
I_F_hits,44.80952380952381
I_F_takeaways,8.746031746031745
I_F_giveaways,7.238095238095238
I_F_lowDangerShots,36.06349206349206
I_F_mediumDangerShots,10.682539682539682
I_F_highDangerShots,4.2063492063492065
I_F_lowDangerxGoals,1.1336507936507934
I_F_mediumDangerxGoals,1.3325396825396827
I_F_highDangerxGoals,1.1887301587301584
I_F_lowDangerGoals,1.2857142857142858
I_F_mediumDangerGoals,0.9682539682539683
I_F_highDangerGoals,0.6825396825396826
I_F_scoreAdjustedShotsAttempts,67.36936507936508
I_F_unblockedShotAttempts,50.95238095238095
I_F_scoreAdjustedUnblockedShotAttempts,51.063174603174595
I_F_dZoneGiveaways,3.0634920634920637
I_F_xGoalsFromxReboundsOfShots,0.5322222222222223
I_F_xGoalsFromActualReboundsOfShots,0.7963492063492064
I_F_reboundxGoals,0.9933333333333333
I_F_xGoals_with_earned_rebounds,3.1917460317460327
I_F_xGoals_with_earned_rebounds_scoreAdjusted,3.197777777777778
I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,3.1431746031746033
I_F_shifts,453.2063492063492
I_F_oZoneShiftStarts,47.523809523809526
I_F_dZoneShiftStarts,46.714285714285715
I_F_neutralZoneShiftStarts,74.01587301587301
I_F_flyShiftStarts,284.95238095238096
I_F_oZoneShiftEnds,69.9047619047619
I_F_dZoneShiftEnds,67.82539682539682
I_F_neutralZoneShiftEnds,58.04761904761905
I_F_flyShiftEnds,257.42857142857144
faceoffsWon,29.428571428571427
faceoffsLost,32.46031746031746
timeOnBench,77402.46031746031
penalityMinutes,12.507936507936508
penalityMinutesDrawn,12.88888888888889
penaltiesDrawn,5.253968253968254
shotsBlockedByPlayer,13.714285714285714
OnIce_F_xOnGoal,157.68730158730153
OnIce_F_xGoals,12.793333333333335
OnIce_F_flurryAdjustedxGoals,12.31333333333333
OnIce_F_scoreVenueAdjustedxGoals,12.842063492063492
OnIce_F_flurryScoreVenueAdjustedxGoals,12.35920634920635
OnIce_F_shotsOnGoal,149.52380952380952
OnIce_F_missedShots,67.7936507936508
OnIce_F_blockedShotAttempts,88.66666666666667
OnIce_F_shotAttempts,305.984126984127
OnIce_F_goals,11.253968253968255
OnIce_F_rebounds,16.428571428571427
OnIce_F_reboundGoals,1.5873015873015872
OnIce_F_lowDangerShots,169.12698412698413
OnIce_F_mediumDangerShots,34.82539682539682
OnIce_F_highDangerShots,13.365079365079366
OnIce_F_lowDangerxGoals,4.62095238095238
OnIce_F_mediumDangerxGoals,4.336031746031746
OnIce_F_highDangerxGoals,3.837777777777777
OnIce_F_lowDangerGoals,5.301587301587301
OnIce_F_mediumDangerGoals,3.857142857142857
OnIce_F_highDangerGoals,2.0952380952380953
OnIce_F_scoreAdjustedShotsAttempts,306.4877777777778
OnIce_F_unblockedShotAttempts,217.31746031746033
OnIce_F_scoreAdjustedUnblockedShotAttempts,217.79952380952383
OnIce_F_xGoalsFromxReboundsOfShots,2.0676190476190475
OnIce_F_xGoalsFromActualReboundsOfShots,3.348888888888889
OnIce_F_reboundxGoals,3.361111111111111
OnIce_F_xGoals_with_earned_rebounds,11.50047619047619
OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,11.542539682539683
OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,11.346507936507937
OnIce_A_xOnGoal,174.0253968253968
OnIce_A_xGoals,14.502222222222224
OnIce_A_flurryAdjustedxGoals,13.957619047619046
OnIce_A_scoreVenueAdjustedxGoals,14.60142857142857
OnIce_A_flurryScoreVenueAdjustedxGoals,14.054444444444446
OnIce_A_shotsOnGoal,164.6984126984127
OnIce_A_missedShots,75.68253968253968
OnIce_A_blockedShotAttempts,98.95238095238095
OnIce_A_shotAttempts,339.3333333333333
OnIce_A_goals,14.666666666666666
OnIce_A_rebounds,17.857142857142858
OnIce_A_reboundGoals,1.9365079365079365
OnIce_A_lowDangerShots,184.66666666666666
OnIce_A_mediumDangerShots,41.07936507936508
OnIce_A_highDangerShots,14.634920634920634
OnIce_A_lowDangerxGoals,5.205714285714286
OnIce_A_mediumDangerxGoals,5.164761904761905
OnIce_A_highDangerxGoals,4.132380952380952
OnIce_A_lowDangerGoals,6.7936507936507935
OnIce_A_mediumDangerGoals,5.4603174603174605
OnIce_A_highDangerGoals,2.4126984126984126
OnIce_A_scoreAdjustedShotsAttempts,342.122380952381
OnIce_A_unblockedShotAttempts,240.38095238095238
OnIce_A_scoreAdjustedUnblockedShotAttempts,242.10507936507932
OnIce_A_xGoalsFromxReboundsOfShots,2.331746031746031
OnIce_A_xGoalsFromActualReboundsOfShots,3.5457142857142867
OnIce_A_reboundxGoals,3.54968253968254
OnIce_A_xGoals_with_earned_rebounds,13.283809523809522
OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,13.372063492063495
