playerId,season,name,team,position,situation,icetime,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,cap_hit,team_rank
8482166,2023,Shakir Mukhamadullin,SJS,D,all,3808.0,0.28,0.52,0.35,0.42,0.44,0.43,0.43,7.0,5.16,0.09,0.28,1.81,0.18,2.85,1.79,0.09,0.08,0.08,1.0,0.0,5.0,2.0,5.0,12.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,7.0,2.0,4.0,5.0,1.0,2.0,7.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,11.6,7.0,6.83,2.0,0.07,0.0,0.0,0.16,0.15,0.15,86.0,8.0,18.0,20.0,40.0,2.0,14.0,11.0,59.0,7239.0,4.0,0.0,0.0,11.0,26.21,3.18,2.82,3.11,2.75,24.0,13.0,17.0,54.0,3.0,2.0,0.0,30.0,3.0,4.0,0.72,0.39,2.07,2.0,0.0,1.0,52.51,37.0,36.21,0.38,0.84,0.84,2.71,2.64,2.32,33.9,2.89,2.81,3.03,2.95,27.0,22.0,25.0,74.0,2.0,2.0,0.0,40.0,5.0,4.0,1.38,0.56,0.94,0.0,2.0,0.0,75.78,49.0,50.48,0.49,0.25,0.25,3.13,3.29,3.21,4.16,7.57,114.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,894167,32
8482166,2023,Shakir Mukhamadullin,SJS,D,5on5,3394.0,0.28,0.42,0.37,0.41,0.43,0.4,0.43,7.0,3.68,0.06,0.17,1.27,0.13,2.06,1.32,0.06,0.06,0.06,0.0,0.0,3.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,9.6,5.0,4.83,1.0,0.04,0.0,0.0,0.1,0.09,0.09,76.0,6.0,16.0,19.0,35.0,2.0,13.0,7.0,54.0,5764.0,4.0,0.0,0.0,9.0,21.44,1.89,1.84,1.82,1.77,18.0,12.0,15.0,45.0,1.0,2.0,0.0,25.0,3.0,2.0,0.66,0.39,0.84,1.0,0.0,0.0,43.51,30.0,29.21,0.29,0.84,0.84,1.33,1.27,1.25,31.07,2.63,2.55,2.77,2.69,23.0,22.0,21.0,66.0,1.0,2.0,0.0,38.0,3.0,4.0,1.33,0.35,0.94,0.0,1.0,0.0,67.78,45.0,46.48,0.46,0.25,0.25,2.84,2.99,2.91,3.3,5.6,85.0,113.0,0.46,0.05,4.0,2.0,4.0,1.0,894167,32
8482166,2023,Shakir Mukhamadullin,SJS,D,4on5,11.0,0.1,0.0,0.13,0.0,0.28,0.0,0.31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.03,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,894167,32
8482166,2023,Shakir Mukhamadullin,SJS,D,5on4,239.0,0.28,0.8,0.42,0.75,0.88,0.67,0.8,5.0,1.48,0.03,0.11,0.54,0.06,0.79,0.47,0.03,0.03,0.03,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.03,0.0,0.0,0.06,0.06,0.06,6.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,436.0,0.0,0.0,0.0,1.0,3.04,0.57,0.56,0.57,0.56,4.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,1.0,0.04,0.0,0.53,0.0,0.0,1.0,6.0,4.0,4.0,0.06,0.0,0.0,0.63,0.63,0.62,1.42,0.14,0.14,0.14,0.14,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01,0.13,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.01,0.0,0.0,0.15,0.15,0.15,0.16,0.23,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,894167,32
8475197,2023,Tyson Barrie,NSH,D,other,2071.0,4.8,0.52,0.46,0.81,0.5,0.79,0.53,76.0,4.96,0.44,0.39,1.07,0.16,3.45,1.49,0.31,0.44,0.31,2.0,1.0,6.0,1.0,8.0,15.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.28,0.16,0.0,0.0,0.0,0.0,15.0,7.0,7.0,0.0,0.12,1.32,0.0,0.56,0.56,0.4,27.0,17.0,1.0,0.0,9.0,4.0,6.0,5.0,12.0,2475.0,2.0,0.0,0.0,1.0,45.56,9.6,7.53,9.6,7.53,39.0,20.0,24.0,83.0,4.0,8.0,0.0,26.0,18.0,15.0,0.98,2.11,6.51,1.0,1.0,2.0,83.0,59.0,59.0,1.17,3.18,3.18,7.59,7.59,6.58,10.57,8.87,8.87,8.87,8.87,11.0,5.0,3.0,19.0,9.0,0.0,0.0,2.0,1.0,13.0,0.08,0.11,8.68,1.0,0.0,8.0,19.0,16.0,16.0,0.1,0.0,0.0,8.97,8.97,8.97,5.58,6.47,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000,11
8475197,2023,Tyson Barrie,NSH,D,all,45072.0,8.82,0.54,0.51,0.52,0.5,0.52,0.51,155.0,66.64,3.72,4.36,18.11,2.31,39.63,26.88,3.49,3.69,3.46,9.0,5.0,65.0,30.0,56.0,151.0,15.0,1.0,12.0,0.0,11.0,0.0,31.0,40.0,64.0,94.0,8.0,16.0,14.0,5.0,18.0,81.0,11.0,3.0,1.69,1.27,0.76,0.0,1.0,0.0,151.17,95.0,95.08,14.0,0.98,2.49,0.48,4.22,4.2,3.95,862.0,143.0,58.0,110.0,551.0,86.0,130.0,110.0,536.0,103144.0,16.0,6.0,3.0,47.0,418.22,45.48,41.61,45.45,41.56,413.0,157.0,221.0,791.0,41.0,51.0,7.0,402.0,109.0,59.0,11.12,13.3,21.06,9.0,16.0,16.0,788.25,570.0,567.9,7.28,11.72,11.72,41.04,41.01,39.07,383.78,39.51,38.93,39.84,39.27,389.0,138.0,197.0,724.0,36.0,29.0,3.0,387.0,98.0,42.0,11.38,11.86,16.26,10.0,11.0,15.0,732.1,527.0,532.45,5.08,4.51,4.51,40.08,40.48,40.18,90.96,86.94,1669.0,1693.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000,11
8475197,2023,Tyson Barrie,NSH,D,5on5,36297.0,8.82,0.46,0.53,0.44,0.51,0.44,0.52,167.0,47.97,2.54,2.92,13.82,1.76,26.71,20.25,2.46,2.51,2.43,4.0,3.0,42.0,26.0,29.0,97.0,8.0,1.0,9.0,0.0,6.0,0.0,20.0,32.0,41.0,67.0,3.0,6.0,13.0,5.0,14.0,57.0,9.0,2.0,1.05,1.02,0.46,0.0,1.0,0.0,97.17,68.0,68.08,13.0,0.6,1.17,0.48,2.65,2.64,2.56,724.0,83.0,55.0,103.0,483.0,68.0,113.0,88.0,455.0,81705.0,6.0,6.0,3.0,45.0,283.09,24.27,23.38,24.24,23.34,278.0,111.0,148.0,537.0,24.0,35.0,5.0,295.0,64.0,30.0,8.05,7.85,8.38,6.0,12.0,6.0,534.25,389.0,386.9,3.96,6.24,6.24,21.99,21.96,21.63,355.59,29.01,28.43,29.35,28.77,359.0,129.0,192.0,680.0,26.0,29.0,3.0,367.0,94.0,27.0,10.65,11.43,6.93,9.0,11.0,6.0,688.1,488.0,493.45,4.79,4.51,4.51,29.3,29.7,29.4,63.26,56.0,1312.0,1276.0,1.32,0.59,51.0,13.0,33.0,11.0,4500000,11
8475197,2023,Tyson Barrie,NSH,D,4on5,311.0,3.35,0.01,0.14,0.25,0.14,0.14,0.18,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,17.0,4.0,3.0,1.0,10.0,5446.0,0.0,0.0,0.0,1.0,0.84,0.01,0.01,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.01,4.56,0.54,0.54,0.54,0.54,6.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,0.1,0.09,0.34,0.0,0.0,0.0,6.0,6.0,6.0,0.07,0.0,0.0,0.6,0.6,0.6,1.65,9.96,24.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000,11
8475197,2023,Tyson Barrie,NSH,D,5on4,6393.0,8.82,0.91,0.9,0.9,0.92,0.88,0.91,80.0,13.71,0.74,1.05,3.22,0.39,9.46,5.14,0.73,0.74,0.73,3.0,1.0,17.0,3.0,19.0,39.0,4.0,0.0,0.0,0.0,4.0,0.0,9.0,7.0,17.0,20.0,4.0,8.0,0.0,0.0,4.0,18.0,1.0,1.0,0.36,0.09,0.29,0.0,0.0,0.0,39.0,20.0,20.0,1.0,0.26,0.0,0.0,1.01,1.01,0.98,93.0,43.0,2.0,6.0,42.0,10.0,8.0,16.0,59.0,6500.0,8.0,0.0,0.0,0.0,88.73,11.6,10.69,11.6,10.69,96.0,25.0,48.0,169.0,13.0,8.0,2.0,80.0,27.0,14.0,2.09,3.34,6.17,2.0,3.0,8.0,169.0,121.0,121.0,2.15,2.3,2.3,11.45,11.45,10.85,13.07,1.09,1.09,1.09,1.09,13.0,4.0,2.0,19.0,1.0,0.0,0.0,14.0,2.0,1.0,0.55,0.23,0.3,0.0,0.0,1.0,19.0,17.0,17.0,0.12,0.0,0.0,1.21,1.21,1.21,14.31,1.58,233.0,20.0,0.34,0.0,5.0,0.0,4.0,0.0,4500000,11
8474568,2023,Luke Schenn,NSH,D,other,581.0,10.8,0.67,0.44,0.55,0.39,0.56,0.39,100.0,1.27,0.06,0.12,0.24,0.04,1.19,0.35,0.05,0.06,0.05,2.0,0.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.03,0.0,0.0,0.09,0.09,0.08,14.0,0.0,1.0,1.0,12.0,1.0,1.0,2.0,10.0,3242.0,0.0,0.0,0.0,1.0,11.69,4.7,4.66,4.7,4.66,12.0,6.0,3.0,21.0,6.0,0.0,0.0,7.0,3.0,8.0,0.24,0.32,4.14,0.0,0.0,6.0,21.0,18.0,18.0,0.21,0.0,0.0,4.9,4.9,4.86,10.69,2.31,2.14,2.31,2.14,10.0,4.0,3.0,17.0,4.0,3.0,1.0,7.0,2.0,5.0,0.2,0.26,1.85,0.0,1.0,3.0,17.0,14.0,14.0,0.28,1.44,1.44,1.14,1.14,1.05,8.4,10.61,64.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000,11
8474568,2023,Luke Schenn,NSH,D,all,57397.0,16.72,0.48,0.52,0.49,0.53,0.48,0.53,346.0,77.01,2.33,3.9,23.82,2.54,44.14,32.27,2.28,2.38,2.33,4.0,2.0,81.0,28.0,79.0,188.0,7.0,1.0,6.0,0.0,23.0,0.0,40.0,39.0,80.0,108.0,17.0,43.0,202.0,14.0,41.0,106.0,3.0,0.0,1.92,0.41,0.0,1.0,0.0,0.0,190.72,109.0,111.3,35.0,0.79,1.39,0.22,2.9,2.96,2.89,1286.0,103.0,124.0,192.0,867.0,176.0,156.0,121.0,833.0,171212.0,43.0,29.0,7.0,76.0,481.15,43.36,41.6,44.09,42.31,470.0,195.0,275.0,940.0,33.0,44.0,6.0,509.0,113.0,43.0,14.71,13.96,14.69,12.0,9.0,12.0,957.77,665.0,677.15,6.56,9.51,9.85,40.07,40.65,39.91,522.57,46.93,44.8,47.44,45.26,505.0,210.0,252.0,967.0,45.0,58.0,7.0,529.0,129.0,57.0,14.66,15.61,16.66,18.0,12.0,15.0,970.91,715.0,718.51,7.68,12.0,12.0,42.62,42.97,41.83,162.98,148.36,3131.0,2751.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000,11
8474568,2023,Luke Schenn,NSH,D,5on5,50940.0,16.72,0.51,0.54,0.53,0.52,0.52,0.53,346.0,75.73,2.27,3.79,23.57,2.5,42.95,31.92,2.23,2.32,2.28,2.0,2.0,79.0,28.0,76.0,183.0,5.0,1.0,6.0,0.0,23.0,0.0,38.0,39.0,78.0,106.0,16.0,43.0,189.0,14.0,39.0,104.0,3.0,0.0,1.86,0.41,0.0,1.0,0.0,0.0,185.72,107.0,109.3,33.0,0.76,1.39,0.22,2.81,2.87,2.81,1130.0,101.0,95.0,185.0,749.0,166.0,136.0,100.0,728.0,133458.0,43.0,29.0,7.0,64.0,455.86,37.59,35.89,38.32,36.6,445.0,183.0,272.0,900.0,26.0,43.0,6.0,489.0,104.0,35.0,14.03,13.0,10.55,11.0,9.0,6.0,917.77,628.0,640.15,6.17,9.42,9.76,34.0,34.58,33.9,429.96,36.7,35.56,37.21,36.02,414.0,174.0,223.0,811.0,31.0,42.0,3.0,436.0,111.0,41.0,11.93,13.56,11.21,15.0,10.0,6.0,814.91,588.0,591.51,5.58,8.44,8.44,33.85,34.19,33.66,107.79,92.34,2356.0,2164.0,3.73,1.3,85.0,26.0,66.0,20.0,2750000,11
8474568,2023,Luke Schenn,NSH,D,4on5,5768.0,16.85,0.1,0.11,0.1,0.13,0.13,0.14,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1.0,27.0,5.0,99.0,7.0,16.0,19.0,90.0,11485.0,0.0,0.0,0.0,0.0,11.46,0.86,0.85,0.86,0.85,12.0,4.0,0.0,16.0,1.0,0.0,0.0,12.0,4.0,0.0,0.41,0.45,0.0,1.0,0.0,0.0,16.0,16.0,16.0,0.14,0.0,0.0,1.01,1.01,0.99,80.44,7.9,7.08,7.9,7.08,79.0,32.0,26.0,137.0,10.0,13.0,3.0,84.0,16.0,11.0,2.5,1.8,3.6,3.0,1.0,6.0,137.0,111.0,111.0,1.81,2.12,2.12,7.6,7.6,7.08,2.98,24.87,45.0,312.0,0.62,0.0,3.0,0.0,3.0,0.0,2750000,11
8474568,2023,Luke Schenn,NSH,D,5on4,108.0,2.35,0.9,0.96,0.6,0.92,0.6,0.89,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,7.0,2.0,3.0,0.0,5.0,2152.0,0.0,0.0,0.0,0.0,2.14,0.21,0.2,0.21,0.2,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.03,0.19,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.04,0.09,0.09,0.17,0.17,0.16,1.47,0.02,0.02,0.02,0.02,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.01,0.0,0.0,0.04,0.04,0.04,5.06,0.23,70.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000,11
8480878,2023,Nils Lundkvist,DAL,D,other,861.0,12.08,0.37,0.61,0.55,0.52,0.53,0.51,101.0,1.31,0.1,0.11,0.22,0.04,1.17,0.36,0.1,0.1,0.1,2.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.03,0.13,0.0,0.14,0.14,0.14,18.0,3.0,0.0,3.0,12.0,4.0,4.0,2.0,8.0,3681.0,0.0,0.0,0.0,0.0,11.07,1.46,1.42,1.46,1.42,10.0,6.0,6.0,22.0,3.0,1.0,1.0,8.0,6.0,2.0,0.37,0.68,0.41,0.0,1.0,2.0,22.0,16.0,16.0,0.25,0.13,0.13,1.57,1.57,1.53,10.33,2.49,2.4,2.49,2.4,9.0,5.0,4.0,18.0,3.0,1.0,0.0,9.0,1.0,4.0,0.32,0.18,1.99,1.0,0.0,2.0,18.0,14.0,14.0,0.14,0.4,0.4,2.24,2.24,2.16,13.36,8.39,105.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,925000,2
8480878,2023,Nils Lundkvist,DAL,D,all,49936.0,26.57,0.53,0.58,0.55,0.51,0.54,0.52,325.0,72.38,2.21,3.85,21.13,2.44,43.5,30.86,2.16,2.26,2.21,11.0,6.0,73.0,31.0,73.0,177.0,19.0,2.0,10.0,0.0,22.0,0.0,36.0,34.0,71.0,102.0,8.0,16.0,44.0,4.0,20.0,103.0,1.0,0.0,2.12,0.09,0.0,2.0,0.0,0.0,181.92,104.0,105.87,12.0,0.83,1.43,0.04,2.99,3.05,3.0,1134.0,155.0,94.0,165.0,720.0,135.0,185.0,130.0,684.0,164932.0,16.0,0.0,0.0,38.0,473.49,40.34,38.8,40.87,39.31,431.0,227.0,288.0,946.0,48.0,45.0,5.0,496.0,128.0,34.0,14.18,15.67,10.5,22.0,16.0,10.0,966.34,658.0,669.39,6.75,8.39,8.39,38.71,39.25,38.44,411.9,35.35,34.17,34.92,33.77,379.0,186.0,206.0,771.0,29.0,42.0,6.0,440.0,84.0,41.0,11.61,10.7,13.03,14.0,5.0,10.0,755.66,565.0,557.7,5.17,8.57,8.57,31.96,31.56,31.13,170.01,123.93,2877.0,2716.0,0.0,0.0,0.0,0.0,0.0,0.0,925000,2
8480878,2023,Nils Lundkvist,DAL,D,5on5,45969.0,26.57,0.51,0.57,0.54,0.52,0.52,0.53,315.0,63.08,1.85,3.04,18.86,2.17,36.81,27.27,1.82,1.9,1.87,9.0,4.0,64.0,26.0,68.0,158.0,15.0,2.0,6.0,0.0,20.0,0.0,31.0,31.0,62.0,88.0,7.0,14.0,41.0,4.0,20.0,89.0,1.0,0.0,1.76,0.09,0.0,2.0,0.0,0.0,162.92,90.0,91.87,12.0,0.62,1.11,0.04,2.42,2.48,2.44,1034.0,140.0,92.0,154.0,648.0,118.0,172.0,114.0,630.0,130237.0,14.0,0.0,0.0,36.0,425.62,33.01,31.97,33.53,32.47,391.0,201.0,264.0,856.0,39.0,36.0,3.0,456.0,111.0,25.0,13.04,13.66,6.3,22.0,13.0,4.0,876.34,592.0,603.39,5.58,5.98,5.98,32.6,33.15,32.54,393.23,32.22,31.14,31.79,30.73,362.0,178.0,200.0,740.0,25.0,41.0,6.0,423.0,80.0,37.0,11.04,10.14,11.04,12.0,5.0,8.0,724.66,540.0,532.7,4.96,8.17,8.17,29.0,28.6,28.26,100.62,76.8,2199.0,2019.0,4.94,0.32,99.0,17.0,80.0,12.0,925000,2
8480878,2023,Nils Lundkvist,DAL,D,4on5,8.0,2.03,0.0,0.27,0.0,0.12,0.0,0.17,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.25,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,925000,2
8480878,2023,Nils Lundkvist,DAL,D,5on4,3098.0,21.6,0.92,0.86,0.85,0.87,0.83,0.85,91.0,7.99,0.25,0.71,2.05,0.22,5.53,3.23,0.24,0.25,0.24,0.0,2.0,8.0,4.0,3.0,15.0,2.0,0.0,3.0,0.0,2.0,0.0,4.0,3.0,8.0,12.0,1.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,15.0,12.0,12.0,0.0,0.18,0.19,0.0,0.43,0.43,0.42,79.0,12.0,2.0,8.0,57.0,13.0,8.0,14.0,44.0,8272.0,2.0,0.0,0.0,0.0,36.06,5.8,5.33,5.8,5.33,30.0,19.0,18.0,67.0,6.0,8.0,1.0,32.0,10.0,7.0,0.76,1.25,3.79,0.0,2.0,4.0,67.0,49.0,49.0,0.92,2.28,2.28,4.44,4.44,4.28,7.53,0.51,0.51,0.51,0.51,7.0,3.0,2.0,12.0,1.0,0.0,0.0,8.0,2.0,0.0,0.25,0.26,0.0,1.0,0.0,0.0,12.0,10.0,10.0,0.07,0.0,0.0,0.58,0.58,0.58,15.51,2.51,265.0,39.0,0.12,0.0,2.0,0.0,2.0,0.0,925000,2
