playerId,season,name,team,position,team_rank,ev_icetime,offensive_rank,defensive_rank,general_play_rank,physicality_rank,penalties_rank,Finishing,penalty_kill_rank,power_play_rank,overall
8478477,2023,Mitchell Stephens,MTL,C,28,6.0,5.0,33.0,2.0,25.0,17.0,95.0,0.0,0.0,1.0
8481559,2023,Jack Hughes,NJD,C,23,68.0,92.0,34.0,88.0,1.0,97.0,37.0,0.0,79.0,85.0
8482133,2023,Thomas Bordeleau,SJS,C,32,14.0,28.0,9.0,21.0,12.0,25.0,14.0,0.0,0.0,7.0
8479407,2023,Jesper Bratt,NJD,L,23,90.0,98.0,37.0,96.0,26.0,89.0,30.0,0.0,62.0,96.0
8483431,2023,Logan Cooley,ARI,C,27,79.0,44.0,38.0,38.0,26.0,94.0,72.0,0.0,20.0,59.0
8477989,2023,Christian Dvorak,MTL,C,28,19.0,8.0,10.0,7.0,22.0,29.0,64.0,0.0,0.0,3.0
8478508,2023,Yakov Trenin,COL,C,8,61.0,52.0,75.0,58.0,88.0,36.0,38.0,70.0,0.0,64.0
8480113,2023,Alex Iafallo,WPG,L,4,67.0,28.0,87.0,53.0,23.0,78.0,48.0,7.0,9.0,57.0
8476292,2023,Ondrej Palat,NJD,L,23,61.0,68.0,77.0,86.0,60.0,19.0,54.0,0.0,0.0,75.0
8479977,2023,Kailer Yamamoto,SEA,R,25,29.0,23.0,95.0,60.0,32.0,54.0,61.0,0.0,19.0,38.0
8476887,2023,Filip Forsberg,NSH,L,11,93.0,99.0,64.0,94.0,66.0,87.0,84.0,0.0,92.0,99.0
8477998,2023,Warren Foegele,EDM,L,9,73.0,98.0,54.0,94.0,54.0,71.0,14.0,0.0,0.0,92.0
