,playerId,season,name,team,position,icetime,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,finishing
7,8478438,2023,Tommy Novak,NSH,C,50.0,86.14457831325302,97.08835341365462,58.333333333333336,91.66666666666666,48.29317269076305,92.46987951807229,60.54216867469879,78.4136546184739,52.81124497991968,57.42971887550201,60.24096385542169,52.610441767068274,55.62248995983936,56.024096385542165,52.81124497991968,61.44578313253012,58.43373493975904,63.05220883534136,77.91164658634538,91.96787148594377,28.313253012048197,90.36144578313254,72.48995983935743,60.24096385542169,84.33734939759037,61.24497991967871,17.8714859437751,17.570281124497992,82.32931726907631,82.93172690763052,59.43775100401606,36.94779116465863,24.69879518072289,53.6144578313253,3.815261044176707,3.614457831325301,70.88353413654619,0.4016064257028112,96.98795180722891,65.06024096385542,58.835341365461844,39.558232931726906,54.61847389558233,76.10441767068274,44.17670682730924,51.606425702811244,48.795180722891565,58.835341365461844,80.12048192771084,61.84738955823293,55.22088353413655,54.81927710843374,31.12449799196787,60.8433734939759,12.248995983935743,21.88755020080321,73.09236947791165,73.49397590361446,75.50200803212851,25.301204819277107,61.44578313253012,0.4016064257028112,5.622489959839357,77.51004016064257,63.45381526104418,36.94779116465863,15.461847389558233,33.734939759036145,70.88353413654619,81.52610441767068,55.020080321285135,3.614457831325301,55.42168674698795,60.44176706827309,57.028112449799195,92.7710843373494,95.58232931726907,96.78714859437751,96.18473895582329,96.98795180722891,94.97991967871486,82.53012048192771,89.35742971887551,93.77510040160642,78.1124497991968,67.46987951807229,43.77510040160642,90.76305220883533,90.76305220883533,90.96385542168674,95.98393574297188,90.36144578313254,88.95582329317268,73.49397590361446,64.2570281124498,78.1124497991968,94.37751004016064,93.37349397590361,93.77510040160642,96.18473895582329,64.65863453815261,66.86746987951807,96.98795180722891,97.18875502008032,97.59036144578313,18.473895582329316,22.690763052208833,21.084337349397593,23.09236947791165,21.686746987951807,31.72690763052209,6.425702811244979,30.923694779116467,18.87550200803213,46.787148594377506,46.1847389558233,8.032128514056225,23.49397590361446,13.654618473895583,43.77510040160642,33.53413654618474,13.855421686746988,36.54618473895582,72.48995983935743,44.97991967871486,16.666666666666664,20.080321285140563,17.46987951807229,17.46987951807229,14.859437751004014,25.903614457831324,25.702811244979916,21.084337349397593,21.084337349397593,22.690763052208833,61.64658634538153,52.81124497991968,58.23293172690763,55.82329317269076,45.98393574297189,76.50602409638554,62.65060240963856,52.40963855421686,68.27309236947792,56.62650602409639,59.63855421686747
12,8476925,2023,Colton Sissons,NSH,C,62.048192771084345,54.61847389558233,60.24096385542169,79.81927710843374,47.48995983935743,74.3975903614458,55.82329317269076,73.09236947791165,86.84738955823293,24.899598393574294,54.61847389558233,36.54618473895582,28.11244979919679,30.522088353413658,21.485943775100402,18.27309236947791,54.01606425702812,54.61847389558233,54.01606425702812,74.8995983935743,14.457831325301203,19.27710843373494,39.1566265060241,12.851405622489958,17.8714859437751,32.329317269076306,27.710843373493976,25.301204819277107,44.97991967871486,40.16064257028113,33.53413654618474,27.10843373493976,32.1285140562249,22.08835341365462,23.293172690763054,74.09638554216868,70.48192771084338,95.78313253012048,72.28915662650603,42.168674698795186,54.41767068273092,11.646586345381527,83.73493975903614,35.34136546184739,27.309236947791167,90.36144578313254,31.72690763052209,16.867469879518072,48.795180722891565,55.82329317269076,18.87550200803213,22.08835341365462,22.690763052208833,53.01204819277109,38.95582329317269,59.23694779116466,58.63453815261044,51.40562248995983,51.606425702811244,51.00401606425703,84.13654618473896,19.27710843373494,94.77911646586345,84.13654618473896,60.24096385542169,48.59437751004016,6.425702811244979,70.48192771084338,91.56626506024097,95.78313253012048,90.96385542168674,52.40963855421686,70.48192771084338,61.64658634538153,66.46586345381526,78.91566265060241,60.24096385542169,74.8995983935743,72.69076305220884,76.50602409638554,74.8995983935743,64.2570281124498,44.77911646586345,21.285140562248998,46.787148594377506,37.34939759036144,64.45783132530121,35.9437751004016,47.791164658634536,76.70682730923694,67.26907630522089,53.21285140562249,79.71887550200803,74.49799196787149,45.78313253012048,28.11244979919679,58.23293172690763,51.40562248995983,57.22891566265061,61.44578313253012,70.08032128514057,70.08032128514057,71.285140562249,73.69477911646585,76.30522088353415,74.49799196787149,61.44578313253012,60.6425702811245,60.6425702811245,57.42971887550201,58.43373493975904,77.30923694779116,17.269076305220885,42.369477911646584,50.602409638554214,40.36144578313253,87.95180722891565,34.33734939759036,45.58232931726908,86.74698795180723,47.59036144578313,31.52610441767068,89.35742971887551,39.959839357429715,50.0,38.95582329317269,54.61847389558233,48.393574297188756,56.827309236947784,53.01204819277109,69.47791164658635,57.22891566265061,56.62650602409639,60.6425702811245,61.044176706827315,61.24497991967871,66.06425702811245,46.98795180722892,62.24899598393574,47.59036144578313,42.168674698795186,62.44979919678715,57.028112449799195,41.967871485943775,60.6425702811245,52.610441767068274,20.682730923694777
22,8478028,2023,Fredrik Olofsson,COL,L,23.694779116465863,16.867469879518072,12.048192771084338,86.64658634538152,24.196787148594378,84.03614457831326,14.558232931726907,83.13253012048193,81.72690763052208,6.827309236947792,29.919678714859437,8.032128514056225,12.650602409638553,13.654618473895583,3.413654618473896,2.610441767068273,30.32128514056225,28.514056224899598,28.714859437751006,47.791164658634536,32.53012048192771,19.67871485943775,0.8032128514056224,15.66265060240964,4.819277108433735,23.694779116465863,19.879518072289155,41.967871485943775,17.570281124497992,51.00401606425703,33.53413654618474,5.020080321285141,5.220883534136546,24.29718875502008,5.421686746987952,30.32128514056225,28.714859437751006,74.8995983935743,51.606425702811244,57.22891566265061,6.024096385542169,2.4096385542168677,36.54618473895582,65.26104417670683,2.0080321285140563,34.738955823293175,70.08032128514057,27.91164658634538,48.19277108433735,14.156626506024098,5.220883534136546,5.020080321285141,5.020080321285141,15.461847389558233,7.630522088353414,44.17670682730924,78.714859437751,9.036144578313253,9.437751004016064,10.040160642570282,91.56626506024097,3.614457831325301,33.93574297188755,79.51807228915662,97.18875502008032,98.99598393574297,39.558232931726906,35.9437751004016,80.32128514056225,74.8995983935743,88.15261044176707,93.17269076305222,28.714859437751006,21.285140562248998,22.289156626506024,81.32530120481928,3.0120481927710845,10.441767068273093,9.236947791164658,10.441767068273093,9.236947791164658,8.835341365461847,1.0040160642570282,28.714859437751006,6.024096385542169,23.895582329317268,25.702811244979916,14.859437751004014,1.6064257028112447,33.53413654618474,13.855421686746988,5.8232931726907635,23.293172690763054,17.46987951807229,32.329317269076306,62.65060240963856,4.317269076305221,7.228915662650602,2.4096385542168677,2.8112449799196786,6.2248995983935735,32.730923694779115,32.53012048192771,7.228915662650602,7.83132530120482,7.630522088353414,26.506024096385545,61.24497991967871,50.80321285140562,61.64658634538153,51.00401606425703,13.253012048192772,52.610441767068274,33.33333333333333,21.686746987951807,36.144578313253014,25.702811244979916,62.85140562248996,19.67871485943775,12.449799196787147,90.16064257028113,14.859437751004014,9.437751004016064,97.38955823293173,41.164658634538156,29.919678714859437,69.87951807228916,23.09236947791165,21.084337349397593,19.879518072289155,26.506024096385545,89.5582329317269,89.5582329317269,29.919678714859437,28.313253012048197,28.11244979919679,95.78313253012048,90.56224899598394,95.38152610441767,91.16465863453816,41.967871485943775,9.236947791164658,52.208835341365464,23.09236947791165,54.81927710843374,28.915662650602407,27.710843373493976
27,8475278,2023,Byron Froese,VGK,C,3.614457831325301,2.610441767068273,48.493975903614455,38.25301204819277,10.843373493975903,24.59839357429719,25.903614457831324,31.224899598393574,7.228915662650602,35.7429718875502,10.040160642570282,58.835341365461844,43.17269076305221,68.67469879518072,49.19678714859438,44.17670682730924,9.839357429718875,10.642570281124499,10.642570281124499,30.32128514056225,4.718875502008032,48.393574297188756,36.94779116465863,12.048192771084338,31.92771084337349,2.208835341365462,2.208835341365462,99.3975903614458,17.570281124497992,96.18473895582329,33.53413654618474,6.024096385542169,29.31726907630522,62.44979919678715,55.020080321285135,57.028112449799195,53.81526104417671,84.93975903614458,73.89558232931726,62.44979919678715,3.614457831325301,62.65060240963856,35.34136546184739,2.0080321285140563,70.68273092369478,32.329317269076306,2.0080321285140563,7.028112449799197,6.526104417670683,14.156626506024098,32.1285140562249,44.17670682730924,44.17670682730924,31.92771084337349,55.22088353413655,98.59437751004016,48.795180722891565,7.83132530120482,7.83132530120482,8.23293172690763,77.91164658634538,3.413654618473896,74.49799196787149,81.92771084337349,88.15261044176707,62.44979919678715,34.738955823293175,57.028112449799195,78.91566265060241,84.93975903614458,72.48995983935743,85.54216867469879,53.81526104417671,41.164658634538156,44.377510040160644,80.52208835341365,11.04417670682731,12.650602409638553,13.453815261044177,14.859437751004014,17.06827309236948,29.71887550200803,4.417670682730924,4.618473895582329,9.437751004016064,10.240963855421686,51.606425702811244,4.819277108433735,20.883534136546185,25.100401606425706,7.228915662650602,29.71887550200803,32.730923694779115,6.425702811244979,5.220883534136546,75.30120481927712,4.317269076305221,9.437751004016064,15.66265060240964,15.863453815261044,27.710843373493976,22.89156626506024,22.289156626506024,16.867469879518072,18.473895582329316,18.473895582329316,42.369477911646584,7.429718875502007,6.2248995983935735,5.622489959839357,5.020080321285141,22.690763052208833,91.16465863453816,98.39357429718876,83.93574297188755,34.33734939759036,81.52610441767068,3.614457831325301,73.89558232931726,23.293172690763054,1.0040160642570282,78.91566265060241,25.100401606425706,1.0040160642570282,83.93574297188755,28.714859437751006,2.610441767068273,78.5140562248996,49.19678714859438,45.58232931726908,32.1285140562249,14.056224899598394,13.855421686746988,12.449799196787147,10.843373493975903,8.23293172690763,85.94377510040161,88.75502008032129,83.73493975903614,92.9718875502008,3.614457831325301,100.0,50.80321285140562,99.79919678714859,4.216867469879518,99.79919678714859,5.8232931726907635
32,8478047,2023,Michael Bunting,PIT,L,72.89156626506023,85.14056224899599,60.24096385542169,91.76706827309236,91.66666666666666,96.8875502008032,84.73895582329317,95.88353413654619,75.20080321285141,58.835341365461844,70.28112449799197,55.82329317269076,61.64658634538153,57.42971887550201,51.606425702811244,49.59839357429719,68.07228915662651,72.08835341365462,70.68273092369478,93.37349397590361,51.204819277108435,59.83935742971887,43.373493975903614,79.31726907630522,62.85140562248996,76.90763052208835,50.80321285140562,57.831325301204814,81.72690763052208,39.3574297188755,76.70682730923694,66.86746987951807,41.967871485943775,59.43775100401606,54.21686746987952,76.50602409638554,77.30923694779116,22.690763052208833,25.301204819277107,77.51004016064257,91.16465863453816,48.99598393574297,57.831325301204814,77.91164658634538,44.57831325301205,55.020080321285135,81.52610441767068,54.01606425702812,30.32128514056225,84.13654618473896,64.45783132530121,53.81526104417671,56.024096385542165,46.3855421686747,56.42570281124498,56.62650602409639,67.8714859437751,64.45783132530121,66.66666666666666,65.86345381526104,39.959839357429715,86.74698795180723,3.614457831325301,20.682730923694777,58.032128514056225,39.558232931726906,73.09236947791165,98.19277108433735,13.052208835341366,22.690763052208833,24.096385542168676,42.77108433734939,77.30923694779116,92.3694779116466,95.98393574297188,11.244979919678714,92.16867469879519,73.89558232931726,74.49799196787149,74.49799196787149,75.70281124497991,89.1566265060241,96.5863453815261,90.96385542168674,94.37751004016064,65.26104417670683,60.040160642570285,58.23293172690763,96.78714859437751,56.42570281124498,56.024096385542165,93.97590361445783,51.00401606425703,60.24096385542169,72.48995983935743,29.71887550200803,85.14056224899599,93.77510040160642,92.9718875502008,92.7710843373494,84.93975903614458,49.19678714859438,49.19678714859438,82.53012048192771,81.92771084337349,81.72690763052208,51.00401606425703,67.26907630522089,67.26907630522089,65.66265060240963,65.66265060240963,55.22088353413655,32.93172690763052,7.630522088353414,24.899598393574294,87.75100401606426,92.3694779116466,86.94779116465864,27.91164658634538,88.15261044176707,59.23694779116466,34.33734939759036,86.94779116465864,57.028112449799195,68.07228915662651,85.7429718875502,88.35341365461848,24.29718875502008,44.77911646586345,42.570281124497996,53.6144578313253,76.30522088353415,76.10441767068274,52.81124497991968,50.80321285140562,51.204819277108435,54.41767068273092,25.301204819277107,61.044176706827315,18.27309236947791,25.702811244979916,61.044176706827315,10.642570281124499,62.65060240963856,20.682730923694777,64.65863453815261,40.76305220883534
42,8484166,2023,Adam Fantilli,CBJ,C,34.738955823293175,49.79919678714859,25.200803212851408,18.072289156626507,30.220883534136544,32.1285140562249,20.481927710843372,37.95180722891566,23.795180722891565,83.93574297188755,66.46586345381526,83.73493975903614,80.72289156626506,74.09638554216868,82.53012048192771,81.52610441767068,65.66265060240963,67.06827309236948,66.46586345381526,71.285140562249,57.42971887550201,80.32128514056225,79.91967871485943,98.19277108433735,90.96385542168674,79.31726907630522,82.93172690763052,97.38955823293173,53.6144578313253,84.93975903614458,87.95180722891565,50.20080321285141,72.48995983935743,76.30522088353415,80.52208835341365,50.0,46.1847389558233,71.8875502008032,60.6425702811245,48.99598393574297,43.373493975903614,86.74698795180723,37.148594377510044,49.59839357429719,93.77510040160642,37.95180722891566,44.17670682730924,93.77510040160642,76.50602409638554,14.156626506024098,91.16465863453816,81.52610441767068,81.52610441767068,63.25301204819277,81.92771084337349,93.57429718875501,74.29718875502009,62.048192771084345,62.24899598393574,60.24096385542169,14.457831325301203,82.53012048192771,5.8232931726907635,10.642570281124499,37.75100401606426,30.32128514056225,93.77510040160642,68.87550200803213,4.819277108433735,71.8875502008032,77.10843373493977,38.35341365461847,46.1847389558233,63.05220883534136,67.8714859437751,53.6144578313253,28.714859437751006,39.3574297188755,37.95180722891566,39.3574297188755,38.35341365461847,30.120481927710845,25.903614457831324,56.024096385542165,34.33734939759036,55.62248995983936,49.79919678714859,62.85140562248996,25.903614457831324,37.75100401606426,39.558232931726906,44.77911646586345,36.54618473895582,42.168674698795186,67.26907630522089,67.06827309236948,16.265060240963855,34.13654618473896,27.10843373493976,27.510040160642568,36.94779116465863,46.98795180722892,47.18875502008032,36.54618473895582,36.34538152610442,36.34538152610442,82.53012048192771,85.14056224899599,85.34136546184739,84.73895582329317,84.93975903614458,92.3694779116466,43.373493975903614,39.1566265060241,71.285140562249,98.79518072289156,89.35742971887551,91.36546184738957,87.75100401606426,54.01606425702812,73.89558232931726,94.17670682730925,50.602409638554214,81.12449799196787,96.18473895582329,93.77510040160642,94.37751004016064,71.08433734939759,83.73493975903614,82.53012048192771,82.53012048192771,85.34136546184739,84.33734939759037,79.71887550200803,80.72289156626506,81.12449799196787,33.734939759036145,53.21285140562249,40.963855421686745,48.99598393574297,27.91164658634538,51.00401606425703,46.787148594377506,13.855421686746988,47.389558232931726,24.69879518072289,81.92771084337349
57,8476389,2023,Vincent Trocheck,NYR,C,98.19277108433735,89.5582329317269,73.79518072289156,23.393574297188753,84.23694779116467,32.1285140562249,77.81124497991968,37.95180722891566,17.06827309236948,67.46987951807229,64.2570281124498,69.07630522088354,62.44979919678715,64.85943775100401,72.08835341365462,71.8875502008032,64.65863453815261,63.25301204819277,63.85542168674698,95.98393574297188,57.028112449799195,44.57831325301205,95.58232931726907,44.57831325301205,64.65863453815261,71.6867469879518,25.702811244979916,75.70281124497991,35.34136546184739,23.49397590361446,67.8714859437751,68.07228915662651,86.14457831325302,47.99196787148594,73.69477911646585,70.48192771084338,70.88353413654619,95.38152610441767,72.89156626506023,53.6144578313253,50.20080321285141,73.69477911646585,54.61847389558233,48.99598393574297,85.94377510040161,45.18072289156627,50.401606425702816,61.44578313253012,15.66265060240964,28.313253012048197,64.65863453815261,69.67871485943775,69.87951807228916,72.69076305220884,68.67469879518072,68.27309236947792,66.06425702811245,60.8433734939759,60.24096385542169,61.24497991967871,25.100401606425706,86.54618473895582,74.69879518072288,4.016064257028113,26.104417670682732,22.289156626506024,7.630522088353414,97.18875502008032,30.120481927710845,95.38152610441767,84.53815261044177,4.016064257028113,70.88353413654619,67.46987951807229,67.67068273092369,90.76305220883533,90.56224899598394,83.73493975903614,84.93975903614458,83.53413654618474,84.53815261044177,87.14859437751004,95.98393574297188,73.29317269076306,88.55421686746988,84.33734939759037,60.44176706827309,87.55020080321285,94.17670682730925,78.1124497991968,59.83935742971887,98.79518072289156,65.06024096385542,56.22489959839358,93.77510040160642,61.64658634538153,45.78313253012048,87.55020080321285,91.36546184738957,90.96385542168674,90.36144578313254,57.831325301204814,60.8433734939759,89.7590361445783,89.7590361445783,90.96385542168674,58.835341365461844,60.24096385542169,58.032128514056225,57.22891566265061,54.01606425702812,68.87550200803213,34.13654618473896,27.309236947791167,45.58232931726908,61.44578313253012,86.54618473895582,78.91566265060241,55.020080321285135,68.67469879518072,53.81526104417671,50.20080321285141,77.10843373493977,47.389558232931726,30.522088353413658,75.50200803212851,72.48995983935743,42.77108433734939,57.63052208835341,54.81927710843374,60.44176706827309,73.89558232931726,77.10843373493977,43.97590361445783,43.57429718875502,41.566265060240966,3.0120481927710845,4.016064257028113,5.020080321285141,5.220883534136546,41.365461847389554,78.5140562248996,35.34136546184739,76.90763052208835,31.52610441767068,69.87951807228916,15.66265060240964
62,8476456,2023,Jonathan Huberdeau,CGY,C,88.55421686746988,68.87550200803213,60.24096385542169,38.25301204819277,78.3132530120482,60.8433734939759,70.78313253012048,60.54216867469879,45.98393574297189,27.91164658634538,36.144578313253014,34.33734939759036,32.93172690763052,37.95180722891566,33.33333333333333,30.120481927710845,39.558232931726906,34.738955823293175,36.74698795180723,75.1004016064257,55.82329317269076,29.518072289156628,44.17670682730924,48.19277108433735,35.34136546184739,45.58232931726908,19.67871485943775,13.052208835341366,37.95180722891566,35.54216867469879,96.18473895582329,31.72690763052209,52.81124497991968,34.738955823293175,35.7429718875502,60.8433734939759,61.64658634538153,33.33333333333333,29.116465863453815,85.34136546184739,98.59437751004016,38.55421686746988,29.919678714859437,40.963855421686745,48.19277108433735,30.522088353413658,45.98393574297189,34.33734939759036,37.75100401606426,14.156626506024098,33.53413654618474,31.32530120481928,28.915662650602407,74.8995983935743,33.93574297188755,14.859437751004014,25.301204819277107,45.38152610441767,42.77108433734939,43.17269076305221,61.64658634538153,89.95983935742971,30.72289156626506,42.971887550200805,51.606425702811244,22.89156626506024,77.91164658634538,73.09236947791165,58.835341365461844,33.33333333333333,24.69879518072289,16.867469879518072,61.64658634538153,56.42570281124498,61.84738955823293,42.168674698795186,79.71887550200803,69.27710843373494,70.68273092369478,66.86746987951807,68.87550200803213,76.70682730923694,82.1285140562249,95.38152610441767,87.14859437751004,39.959839357429715,64.2570281124498,39.3574297188755,88.55421686746988,46.787148594377506,54.21686746987952,89.1566265060241,50.602409638554214,58.23293172690763,52.208835341365464,46.58634538152611,26.506024096385545,84.53815261044177,81.32530120481928,79.31726907630522,75.50200803212851,52.00803212851406,51.80722891566265,75.90361445783132,73.29317269076306,74.69879518072288,49.79919678714859,56.024096385542165,56.827309236947784,55.82329317269076,56.22489959839358,51.80722891566265,41.76706827309237,66.26506024096386,56.62650602409639,67.06827309236948,30.923694779116467,48.99598393574297,35.34136546184739,83.93574297188755,35.9437751004016,32.730923694779115,84.93975903614458,40.16064257028113,78.91566265060241,49.79919678714859,41.164658634538156,58.032128514056225,47.791164658634536,49.79919678714859,59.036144578313255,22.89156626506024,21.285140562248998,75.90361445783132,75.50200803212851,74.29718875502009,16.867469879518072,21.686746987951807,26.305220883534137,21.285140562248998,30.120481927710845,51.40562248995983,47.18875502008032,28.714859437751006,53.01204819277109,41.365461847389554,22.48995983935743
67,8470610,2023,Zach Parise,COL,L,16.867469879518072,41.365461847389554,73.79518072289156,70.28112449799197,55.321285140562246,84.03614457831326,47.69076305220884,83.13253012048193,16.566265060240966,56.62650602409639,78.3132530120482,64.2570281124498,57.63052208835341,54.61847389558233,45.98393574297189,48.393574297188756,79.11646586345381,80.52208835341365,80.92369477911646,9.236947791164658,50.20080321285141,71.6867469879518,12.248995983935743,33.33333333333333,46.58634538152611,29.919678714859437,57.42971887550201,94.97991967871486,17.570281124497992,48.19277108433735,33.53413654618474,53.41365461847389,23.09236947791165,72.69076305220884,51.40562248995983,32.53012048192771,30.72289156626506,49.39759036144578,36.144578313253014,56.42570281124498,10.642570281124499,45.98393574297189,60.44176706827309,80.92369477911646,68.67469879518072,72.08835341365462,75.1004016064257,7.028112449799197,91.76706827309236,71.285140562249,53.6144578313253,51.80722891566265,57.22891566265061,9.036144578313253,64.65863453815261,84.53815261044177,25.502008032128515,90.76305220883533,91.16465863453816,91.16465863453816,84.53815261044177,48.795180722891565,81.32530120481928,47.99196787148594,78.5140562248996,89.1566265060241,39.3574297188755,0.8032128514056224,89.7590361445783,49.39759036144578,54.61847389558233,62.24899598393574,30.72289156626506,10.441767068273093,10.642570281124499,96.3855421686747,68.07228915662651,90.76305220883533,91.16465863453816,90.76305220883533,90.96385542168674,87.55020080321285,7.83132530120482,86.74698795180723,73.89558232931726,17.269076305220885,40.36144578313253,57.22891566265061,47.59036144578313,78.5140562248996,92.570281124498,72.69076305220884,81.12449799196787,92.3694779116466,17.670682730923694,28.714859437751006,39.959839357429715,79.31726907630522,63.45381526104418,65.66265060240963,70.88353413654619,58.63453815261044,57.22891566265061,93.57429718875501,93.77510040160642,94.17670682730925,75.50200803212851,66.86746987951807,55.42168674698795,70.88353413654619,58.032128514056225,78.714859437751,41.365461847389554,79.91967871485943,76.90763052208835,65.06024096385542,64.05622489959839,97.18875502008032,60.040160642570285,92.9718875502008,25.502008032128515,42.570281124497996,93.97590361445783,33.734939759036145,46.98795180722892,69.07630522088354,73.69477911646585,76.50602409638554,70.28112449799197,69.27710843373494,79.31726907630522,72.69076305220884,73.09236947791165,61.64658634538153,62.048192771084345,60.44176706827309,76.30522088353415,67.26907630522089,75.50200803212851,60.040160642570285,77.71084337349397,37.55020080321285,53.21285140562249,5.421686746987952,54.21686746987952,9.839357429718875,39.959839357429715
